Species,Sign,Reaction,Rate_Expression,,species_name,leading_sign,expression,,,,,,,,,,,,,,
AB42Mb_BBB_Bound,-,ab42mb_bbb_bound_to_unbound,koff_FcRn*AB42Mb_BBB_Bound*VBBB_brain,,AB42Mb_Blood_Brain_Barrier_bound,+,kon_FcRn * AB42Mb_Blood_Brain_Barrier_unbound * FcRn_free_BBB,,,,,,,,,,,,,,
AB42Mb_BBB_Bound,-,ab42mb_bbb_bound_to_isf,CLup_brain*f_BBB*VES_brain*(1 - FR)*AB42Mb_BBB_Bound,,AB42Mb_Blood_Brain_Barrier_bound,-,(koff_FcRn * AB42Mb_Blood_Brain_Barrier_bound),,,,,,,,,,,,,,
AB42Mb_BBB_Unbound,+,ab42_monomer_antibody_binding_bbb,fta0*AB42Mu_BBB*PK_BBB_unbound_brain*VBBB_brain,,AB42Mb_Blood_Brain_Barrier_unbound,+,CL_up_brain * fBBB * Vol_brain_ES * AB42Mb_Brain_Plasma / Vol_brain_BBB,,,,,,,,,,,,,,
AB42Mb_BBB_Unbound,+,ab42mb_brain_plasma_to_bbb,CLup_brain*f_BBB*VES_brain*AB42Mb_Brain_Plasma,,AB42Mb_Blood_Brain_Barrier_unbound,+,CL_up_brain * fBBB * Vol_brain_ES * AB42_monomer_Antibody_bound / Vol_brain_BBB,,,,,,,,,,,,,,
AB42Mb_BBB_Unbound,+,ab42mb_isf_to_bbb,CLup_brain*f_BBB*VES_brain*AB42_monomer_antibody_bound,,AB42Mb_Blood_Brain_Barrier_unbound,-,(kdeg * AB42Mb_Blood_Brain_Barrier_unbound),,,,,,,,,,,,,,
AB42Mb_BBB_Unbound,-,ab42mb_bbb_unbound_degradation,kdeg*AB42Mb_BBB_Unbound*VBBB_brain,,AB42Mb_Blood_Brain_Barrier_unbound,-,(kon_FcRn * AB42Mb_Blood_Brain_Barrier_unbound * FcRn_free_BBB),,,,,,,,,,,,,,
AB42Mb_BBB_Unbound,-,ab42mb_bbb_unbound_to_bound,kon_FcRn*AB42Mb_BBB_Unbound*FcRn_free_BBB*VBBB_brain,,AB42Mb_Blood_Brain_Barrier_unbound,+,koff_FcRn * AB42Mb_Blood_Brain_Barrier_bound,,,,,,,,,,,,,,
AB42Mb_BBB_Unbound,+,ab42mb_bbb_bound_to_unbound,koff_FcRn*AB42Mb_BBB_Bound*VBBB_brain,,AB42Mb_Blood_Brain_Barrier_unbound,+,fta0 * AB42Mu_Blood_Brain_Barrier * PK_Blood_Brain_Barrier_unbound,,,,,,,,,,,,,,
AB42Mb_BCSFB_Bound,-,ab42mb_bcsfb_to_brain_plasma,CLup_brain*(1 - f_BBB)*VES_brain*FR*AB42Mb_BCSFB_Bound,,AB42Mb_Blood_CSF_Barrier_bound,-,(CL_up_brain * (1 - fBBB) * Vol_brain_ES * FR * AB42Mb_Blood_CSF_Barrier_bound / Vol_brain_BCSFB),,,,,,,,,,,,,,
AB42Mb_BCSFB_Bound,+,ab42mb_bcsfb_unbound_to_bound,kon_FcRn*AB42Mb_BCSFB_Unbound*FcRn_free_BCSFB*V_BCSFB_brain,,AB42Mb_Blood_CSF_Barrier_bound,-,(f_LV * CL_up_brain * (1 - fBBB) * Vol_brain_ES * (1 - FR) * AB42Mb_Blood_CSF_Barrier_bound / Vol_brain_BCSFB),,,,,,,,,,,,,,
AB42Mb_BCSFB_Bound,-,ab42mb_bcsfb_bound_to_unbound,koff_FcRn*AB42Mb_BCSFB_Bound*V_BCSFB_brain,,AB42Mb_Blood_CSF_Barrier_bound,-,((1 - f_LV) * CL_up_brain * (1 - fBBB) * Vol_brain_ES * (1 - FR) * AB42Mb_Blood_CSF_Barrier_bound / Vol_brain_BCSFB),,,,,,,,,,,,,,
AB42Mb_BCSFB_Bound,-,ab42mb_bcsfb_bound_to_lv,f_LV*CLup_brain*(1 - f_BBB)*VES_brain*(1 - FR)*AB42Mb_BCSFB_Bound,,AB42Mb_Blood_CSF_Barrier_bound,+,kon_FcRn * AB42Mb_Blood_CSF_Barrier_unbound * FcRn_free_BcsfB,,,,,,,,,,,,,,
AB42Mb_BCSFB_Bound,-,ab42mb_bcsfb_bound_to_tfv,(1 - f_LV)*CLup_brain*(1 - f_BBB)*VES_brain*(1 - FR)*AB42Mb_BCSFB_Bound,,AB42Mb_Blood_CSF_Barrier_bound,-,(koff_FcRn * AB42Mb_Blood_CSF_Barrier_bound),,,,,,,,,,,,,,
AB42Mb_BCSFB_Unbound,+,ab42_monomer_antibody_binding_bcsfb,fta0*AB42Mu_BCSFB*PK_BCSFB_unbound_brain*V_BCSFB_brain,,AB42Mb_Blood_CSF_Barrier_unbound,+,CL_up_brain * FBcsfB * Vol_brain_ES * AB42Mb_Brain_Plasma / Vol_brain_BCSFB,,,,,,,,,,,,,,
AB42Mb_BCSFB_Unbound,+,ab42mb_brain_plasma_to_bcsfb,CLup_brain*f_BCSFB*VES_brain*AB42Mb_Brain_Plasma,,AB42Mb_Blood_CSF_Barrier_unbound,+,(1 - f_LV) * CL_up_brain * (1 - fBBB) * Vol_brain_ES * AB42Mb_CSF_TFV / Vol_brain_BCSFB,,,,,,,,,,,,,,
AB42Mb_BCSFB_Unbound,+,ab42mb_csf_tfv_to_bcsfb,(1 - f_LV)*CLup_brain*(1 - f_BBB)*VES_brain*AB42Mb_TFV,,AB42Mb_Blood_CSF_Barrier_unbound,+,f_LV * CL_up_brain * (1 - fBBB) * Vol_brain_ES * AB42Mb_CSF_LV / Vol_brain_BCSFB,,,,,,,,,,,,,,
AB42Mb_BCSFB_Unbound,+,ab42mb_csf_lv_to_bcsfb,f_LV*CLup_brain*(1 - f_BBB)*VES_brain*AB42Mb_LV,,AB42Mb_Blood_CSF_Barrier_unbound,-,(kdeg * AB42Mb_Blood_CSF_Barrier_unbound),,,,,,,,,,,,,,
AB42Mb_BCSFB_Unbound,-,ab42mb_bcsfb_unbound_degradation,kdeg*AB42Mb_BCSFB_Unbound*V_BCSFB_brain,,AB42Mb_Blood_CSF_Barrier_unbound,-,(kon_FcRn * AB42Mb_Blood_CSF_Barrier_unbound * FcRn_free_BcsfB),,,,,,,,,,,,,,
AB42Mb_BCSFB_Unbound,-,ab42mb_bcsfb_unbound_to_bound,kon_FcRn*AB42Mb_BCSFB_Unbound*FcRn_free_BCSFB*V_BCSFB_brain,,AB42Mb_Blood_CSF_Barrier_unbound,+,koff_FcRn * AB42Mb_Blood_CSF_Barrier_bound,,,,,,,,,,,,,,
AB42Mb_BCSFB_Unbound,+,ab42mb_bcsfb_bound_to_unbound,koff_FcRn*AB42Mb_BCSFB_Bound*V_BCSFB_brain,,AB42Mb_Blood_CSF_Barrier_unbound,+,fta0 * AB42Mu_Blood_CSF_Barrier * PK_Blood_CSF_Barrier_unbound,,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,+,ab42_monomer_antibody_binding_brain_plasma,fta0*AB42Mu_Brain_Plasma*PK_p_brain*Vp_brain,,AB42Mb_Brain_Plasma,+,CL_up_brain * fBBB * Vol_brain_ES * FR * AB42Mb_Blood_Brain_Barrier_bound / Vol_brain_plasma,,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,+,ab42mb_cent_to_brain_plasma,Q_p_brain*AB42Mb_Central,,AB42Mb_Brain_Plasma,+,CL_up_brain * (1 - fBBB) * Vol_brain_ES * FR * AB42Mb_Blood_CSF_Barrier_bound / Vol_brain_plasma,,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,-,ab42mb_brain_plasma_to_cent,(Q_p_brain - L_brain)*AB42Mb_Brain_Plasma,,AB42Mb_Brain_Plasma,-,(CL_up_brain * Vol_brain_ES * AB42Mb_Brain_Plasma / Vol_brain_plasma),,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,-,ab42mb_brain_plasma_to_csf_lv,f_LV*(1 - sigma_V_BCSFB)*Q_CSF_brain*AB42Mb_Brain_Plasma,,AB42Mb_Brain_Plasma,+,Qbrain_plasma * (AB42Mb_central_compartment / PK_Vcent) / Vol_brain_plasma,,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,-,ab42mb_brain_plasma_to_csf_tfv,(1 - f_LV)*(1 - sigma_V_BCSFB)*Q_CSF_brain*AB42Mb_Brain_Plasma,,AB42Mb_Brain_Plasma,-,((Qbrain_plasma - Qlymph_Brain) * AB42Mb_Brain_Plasma / Vol_brain_plasma),,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,-,ab42mb_brain_plasma_to_isf,(1 - sigma_V_brain_ISF)*Q_ISF_brain*AB42Mb_Brain_Plasma,,AB42Mb_Brain_Plasma,-,((1 - Sigma_v_bcsfb) * Qbrain_CSF_AB42Mb * AB42Mb_Brain_Plasma / Vol_brain_plasma),,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,-,ab42mb_brain_plasma_to_bcsfb,CLup_brain*f_BCSFB*VES_brain*AB42Mb_Brain_Plasma,,AB42Mb_Brain_Plasma,-,((1 - Sigma_v_isf) * Qbrain_ISF_AB42Mb * AB42Mb_Brain_Plasma / Vol_brain_plasma),,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,-,ab42mb_brain_plasma_to_bbb,CLup_brain*f_BBB*VES_brain*AB42Mb_Brain_Plasma,,AB42Mb_Brain_Plasma,+,fta0 * AB42Mu_Brain_Plasma * PK_Brain_Plasma,,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,+,ab42mb_bbb_to_brain_plasma,CLup_brain*f_BBB*VES_brain*FR*AB42Mb_BBB_Bound,,,,,,,,,,,,,,,,,,
AB42Mb_Brain_Plasma,+,ab42mb_bcsfb_to_brain_plasma,CLup_brain*(1 - f_BBB)*VES_brain*FR*AB42Mb_BCSFB_Bound,,,,,,,,,,,,,,,,,,
AB42Mb_Central,+,ab42_monomer_antibody_binding_central,fta0*AB42Mu_Central*PK_central,,AB42Mb_central_compartment,+,(1 - Sigma_CSFSAS_Lymph) * Qbrain_CSF_AB42Mb * AB42Mb_CSF_SAS,,,,,,,,,,,,,,
AB42Mb_Central,-,ab42mb_cent_clearance,PK_CL*AB42Mb_Central,,AB42Mb_central_compartment,-,(PK_CLd2 * AB42Mb_central_compartment / PK_Vcent),,,,,,,,,,,,,,
AB42Mb_Central,-,ab42mb_cent_to_per,PK_CLd2*AB42Mb_Central,,AB42Mb_central_compartment,+,PK_CLd2 * AB42Mb_peripheral_compartment / PK_Vper,,,,,,,,,,,,,,
AB42Mb_Central,+,ab42mb_per_to_cent,PK_CLd2*AB42Mb_Peripheral,,AB42Mb_central_compartment,-,(PK_CL / PK_Vcent * AB42Mb_central_compartment),,,,,,,,,,,,,,
AB42Mb_Central,-,ab42mb_cent_to_brain_plasma,Q_p_brain*AB42Mb_Central,,AB42Mb_central_compartment,+,(Qbrain_plasma - Qlymph_Brain) * AB42Mb_Brain_Plasma,,,,,,,,,,,,,,
AB42Mb_Central,+,ab42mb_brain_plasma_to_cent,(Q_p_brain - L_brain)*AB42Mb_Brain_Plasma,,AB42Mb_central_compartment,-,(Qbrain_plasma * AB42Mb_central_compartment / PK_Vcent),,,,,,,,,,,,,,
AB42Mb_Central,+,ab42mb_csf_sas_to_cent,(1 - sigma_L_SAS)*Q_CSF_brain*AB42Mb_SAS,,AB42Mb_central_compartment,+,fta0 * (AB42Mu_central_compartment / AB42Mu_Vcent) * (PK_central_compartment / PK_Vcent) * PK_Vcent,,,,,,,,,,,,,,
AB42Mb_Central,+,ab42mb_isf_to_cent,(1 - sigma_L_brain_ISF)*Q_ISF_brain*AB42_monomer_antibody_bound,,AB42Mb_central_compartment,+,(1 - sigma_PVS_ABeta42_bound) * Q_PVS * AB42_Monomer_PVS_bound,,,,,,,,,,,,,,
AB42Mb_Central,+,AB42_monomer_PVS_bound_to_central_bound,(1 - sigma_PVS_AB42_bound)*Q_PVS*AB42_Monomer_PVS_bound,,AB42Mb_central_compartment,+,(1 - Sigma_ISF_lymph) * Qbrain_ISF_AB42Mb * AB42_monomer_Antibody_bound,,,,,,,,,,,,,,
AB42Mb_CM,+,ab42_monomer_antibody_binding_cm,fta0*AB42Mu_CM*PK_CM_brain*V_CM_brain,,AB42Mb_CSF_CM,+,(Qbrain_CSF_AB42Mb + Qbrain_ISF_AB42Mb) * AB42Mb_CSF_TFV / Vol_brain_CSFCM,,,,,,,,,,,,,,
AB42Mb_CM,+,ab42mb_tfv_to_cm,(Q_CSF_brain + Q_ISF_brain)*AB42Mb_TFV,,AB42Mb_CSF_CM,-,((Qbrain_CSF_AB42Mb + Qbrain_ISF_AB42Mb) * AB42Mb_CSF_CM / Vol_brain_CSFCM),,,,,,,,,,,,,,
AB42Mb_CM,-,ab42mb_cm_to_sas,(Q_CSF_brain + Q_ISF_brain)*AB42Mb_CM,,AB42Mb_CSF_CM,+,fta0 * AB42Mu_CSF_CM * PK_CSF_CM,,,,,,,,,,,,,,
AB42Mb_LV,+,ab42_monomer_antibody_binding_lv,fta0*AB42Mu_LV*PK_LV_brain*V_LV_brain,,AB42Mb_CSF_LV,+,f_LV * CL_up_brain * (1 - fBBB) * Vol_brain_ES * (1 - FR) * AB42Mb_Blood_CSF_Barrier_bound / Vol_brain_CSFLV,,,,,,,,,,,,,,
AB42Mb_LV,+,ab42mb_brain_plasma_to_csf_lv,f_LV*(1 - sigma_V_BCSFB)*Q_CSF_brain*AB42Mb_Brain_Plasma,,AB42Mb_CSF_LV,-,(f_LV * CL_up_brain * (1 - fBBB) * Vol_brain_ES * AB42Mb_CSF_LV / Vol_brain_CSFLV),,,,,,,,,,,,,,
AB42Mb_LV,-,ab42mb_csf_lv_to_bcsfb,f_LV*CLup_brain*(1 - f_BBB)*VES_brain*AB42Mb_LV,,AB42Mb_CSF_LV,-,(f_LV * (Qbrain_CSF_AB42Mb + Qbrain_ISF_AB42Mb) * AB42Mb_CSF_LV / Vol_brain_CSFLV),,,,,,,,,,,,,,
AB42Mb_LV,+,ab42mb_bcsfb_bound_to_lv,f_LV*CLup_brain*(1 - f_BBB)*VES_brain*(1 - FR)*AB42Mb_BCSFB_Bound,,AB42Mb_CSF_LV,+,f_LV * Qbrain_ISF_AB42Mb * AB42_monomer_Antibody_bound / Vol_brain_CSFLV,,,,,,,,,,,,,,
AB42Mb_LV,+,ab42_isf_to_lv,f_LV*Q_ISF_brain*AB42_monomer_antibody_bound,,AB42Mb_CSF_LV,+,(1 - Sigma_v_bcsfb) * Qbrain_CSF_AB42Mb * f_LV * AB42Mb_Brain_Plasma / Vol_brain_CSFLV,,,,,,,,,,,,,,
AB42Mb_LV,-,ab42mb_lv_to_tfv,f_LV*(Q_CSF_brain + Q_ISF_brain)*AB42Mb_LV,,AB42Mb_CSF_LV,+,fta0 * AB42Mu_CSF_LV * PK_CSF_LV,,,,,,,,,,,,,,
AB42Mb_Peripheral,+,ab42mb_cent_to_per,PK_CLd2*AB42Mb_Central,,AB42Mb_peripheral_compartment,+,PK_CLd2 * AB42Mb_central_compartment / PK_Vcent,,,,,,,,,,,,,,
AB42Mb_Peripheral,-,ab42mb_per_to_cent,PK_CLd2*AB42Mb_Peripheral,,AB42Mb_peripheral_compartment,-,(PK_CLd2 * AB42Mb_peripheral_compartment / PK_Vper),,,,,,,,,,,,,,
AB42Mb_SAS,+,ab42_monomer_antibody_binding_sas,fta0*AB42Mu_SAS*PK_SAS_brain*V_SAS_brain,,AB42Mb_CSF_SAS,-,(Qbrain_ISF_AB42Mb * AB42Mb_CSF_SAS / Vol_brain_CSFSAS),,,,,,,,,,,,,,
AB42Mb_SAS,-,ab42mb_csf_sas_to_cent,(1 - sigma_L_SAS)*Q_CSF_brain*AB42Mb_SAS,,AB42Mb_CSF_SAS,+,fta0 * AB42Mu_CSF_SAS * PK_CSF_SAS,,,,,,,,,,,,,,
AB42Mb_SAS,-,ab42mb_sas_to_isf,Q_ISF_brain*AB42Mb_SAS,,AB42Mb_CSF_TFV,+,(1 - f_LV) * CL_up_brain * (1 - fBBB) * Vol_brain_ES * (1 - FR) * AB42Mb_Blood_CSF_Barrier_bound / Vol_brain_CSFTFV,,,,,,,,,,,,,,
AB42Mb_SAS,+,ab42mb_cm_to_sas,(Q_CSF_brain + Q_ISF_brain)*AB42Mb_CM,,AB42Mb_CSF_TFV,-,((1 - f_LV) * CL_up_brain * (1 - fBBB) * Vol_brain_ES * AB42Mb_CSF_TFV / Vol_brain_CSFTFV),,,,,,,,,,,,,,
AB42Mb_TFV,+,ab42_monomer_antibody_binding_tfv,fta0*AB42Mu_TFV*PK_TFV_brain*V_TFV_brain,,AB42Mb_CSF_TFV,+,f_LV * (Qbrain_CSF_AB42Mb + Qbrain_ISF_AB42Mb) * AB42Mb_CSF_LV / Vol_brain_CSFTFV,,,,,,,,,,,,,,
AB42Mb_TFV,+,ab42mb_brain_plasma_to_csf_tfv,(1 - f_LV)*(1 - sigma_V_BCSFB)*Q_CSF_brain*AB42Mb_Brain_Plasma,,AB42Mb_CSF_TFV,-,((Qbrain_CSF_AB42Mb + Qbrain_ISF_AB42Mb) * AB42Mb_CSF_TFV / Vol_brain_CSFTFV),,,,,,,,,,,,,,
AB42Mb_TFV,-,ab42mb_csf_tfv_to_bcsfb,(1 - f_LV)*CLup_brain*(1 - f_BBB)*VES_brain*AB42Mb_TFV,,AB42Mb_CSF_TFV,+,(1 - f_LV) * Qbrain_ISF_AB42Mb * AB42_monomer_Antibody_bound / Vol_brain_CSFTFV,,,,,,,,,,,,,,
AB42Mb_TFV,+,ab42mb_bcsfb_bound_to_tfv,(1 - f_LV)*CLup_brain*(1 - f_BBB)*VES_brain*(1 - FR)*AB42Mb_BCSFB_Bound,,AB42Mb_CSF_TFV,+,(1 - Sigma_v_bcsfb) * Qbrain_CSF_AB42Mb * (1 - f_LV) * AB42Mb_Brain_Plasma / Vol_brain_CSFTFV,,,,,,,,,,,,,,
AB42Mb_TFV,+,ab42_isf_to_tfv,(1 - f_LV)*Q_ISF_brain*AB42_monomer_antibody_bound,,AB42Mb_CSF_TFV,+,fta0 * AB42Mu_CSF_TFV * PK_CSF_TFV,,,,,,,,,,,,,,
AB42Mb_TFV,+,ab42mb_lv_to_tfv,f_LV*(Q_CSF_brain + Q_ISF_brain)*AB42Mb_LV,,AB42Mb_CSF_SAS,+,(Qbrain_CSF_AB42Mb + Qbrain_ISF_AB42Mb) * AB42Mb_CSF_CM / Vol_brain_CSFSAS,,,,,,,,,,,,,,
AB42Mb_TFV,-,ab42mb_tfv_to_cm,(Q_CSF_brain + Q_ISF_brain)*AB42Mb_TFV,,AB42Mb_CSF_SAS,-,((1 - Sigma_CSFSAS_Lymph) * Qbrain_CSF_AB42Mb * AB42Mb_CSF_SAS / Vol_brain_CSFSAS),,,,,,,,,,,,,,
AB42Mu_BBB,-,ab42_monomer_antibody_binding_bbb,fta0*AB42Mu_BBB*PK_BBB_unbound_brain*VBBB_brain,,AB42Mu_Blood_Brain_Barrier,-,(fta0 * AB42Mu_Blood_Brain_Barrier * PK_Blood_Brain_Barrier_unbound),,,,,,,,,,,,,,
AB42Mu_BBB,+,ab42mu_brain_plasma_to_bbb,CLup_brain_AB42Mu*f_BBB*VES_brain*AB42Mu_Brain_Plasma,,AB42Mu_Blood_Brain_Barrier,+,CL_up_brain_AB42Mu * fBBB * Vol_brain_ES * AB42_Monomer / Vol_brain_BBB,,,,,,,,,,,,,,
AB42Mu_BBB,+,ab42mu_isf_to_bbb,CLup_brain_AB42Mu*f_BBB*VES_brain*AB42_Monomer,,AB42Mu_Blood_Brain_Barrier,+,CL_up_brain_AB42Mu * fBBB * Vol_brain_ES * AB42Mu_Brain_Plasma / Vol_brain_BBB,,,,,,,,,,,,,,
AB42Mu_BBB,-,ab42mu_bbb_degradation,kdeg_AB42Mu*AB42Mu_BBB*VBBB_brain,,AB42Mu_Blood_Brain_Barrier,-,(kdeg_AB42Mu * AB42Mu_Blood_Brain_Barrier),,,,,,,,,,,,,,
AB42Mu_BCSFB,-,ab42_monomer_antibody_binding_bcsfb,fta0*AB42Mu_BCSFB*PK_BCSFB_unbound_brain*V_BCSFB_brain,,AB42Mu_Blood_CSF_Barrier,-,(fta0 * AB42Mu_Blood_CSF_Barrier * PK_Blood_CSF_Barrier_unbound),,,,,,,,,,,,,,
AB42Mu_BCSFB,+,ab42mu_brain_plasma_to_bcsfb,CLup_brain_AB42Mu*f_BCSFB*VES_brain*AB42Mu_Brain_Plasma,,AB42Mu_Blood_CSF_Barrier,+,CL_up_brain_AB42Mu * FBcsfB * Vol_brain_ES * AB42Mu_Brain_Plasma / Vol_brain_BCSFB,,,,,,,,,,,,,,
AB42Mu_BCSFB,+,ab42mu_csf_tfv_to_bcsfb,(1 - f_LV)*CLup_brain_AB42Mu*(1 - f_BBB)*VES_brain*AB42Mu_TFV,,AB42Mu_Blood_CSF_Barrier,+,f_LV * CL_up_brain_AB42Mu * (1 - fBBB) * Vol_brain_ES * AB42Mu_CSF_LV / Vol_brain_BCSFB,,,,,,,,,,,,,,
AB42Mu_BCSFB,+,ab42mu_csf_lv_to_bcsfb,f_LV*CLup_brain_AB42Mu*(1 - f_BBB)*VES_brain*AB42Mu_LV,,AB42Mu_Blood_CSF_Barrier,+,(1 - f_LV) * CL_up_brain_AB42Mu * (1 - fBBB) * Vol_brain_ES * AB42Mu_CSF_TFV / Vol_brain_BCSFB,,,,,,,,,,,,,,
AB42Mu_BCSFB,-,ab42mu_bcsfb_degradation,kdeg_AB42Mu*AB42Mu_BCSFB*V_BCSFB_brain,,AB42Mu_Blood_CSF_Barrier,-,(kdeg_AB42Mu * AB42Mu_Blood_CSF_Barrier),,,,,,,,,,,,,,
AB42Mu_Brain_Plasma,-,ab42_monomer_antibody_binding_brain_plasma,fta0*AB42Mu_Brain_Plasma*PK_p_brain*Vp_brain,,AB42Mu_Brain_Plasma,-,(fta0 * AB42Mu_Brain_Plasma * PK_Brain_Plasma),,,,,,,,,,,,,,
AB42Mu_Brain_Plasma,+,ab42mu_central_to_brain_plasma,Q_p_brain*AB42Mu_Central,,AB42Mu_Brain_Plasma,-,(CL_up_brain_AB42Mu * Vol_brain_ES * AB42Mu_Brain_Plasma / Vol_brain_plasma),,,,,,,,,,,,,,
AB42Mu_Brain_Plasma,-,ab42mu_brain_plasma_to_central,(Q_p_brain - L_brain)*AB42Mu_Brain_Plasma,,AB42Mu_Brain_Plasma,+,Qbrain_plasma * (AB42Mu_central_compartment / AB42Mu_Vcent) / Vol_brain_plasma,,,,,,,,,,,,,,
AB42Mu_Brain_Plasma,-,ab42mu_brain_plasma_to_csf_lv,f_LV*(1 - sigma_V_BCSFB_AB42Mu)*Q_CSF_brain*AB42Mu_Brain_Plasma,,AB42Mu_Brain_Plasma,-,((Qbrain_plasma - Qlymph_Brain) * AB42Mu_Brain_Plasma / Vol_brain_plasma),,,,,,,,,,,,,,
AB42Mu_Brain_Plasma,-,ab42mu_brain_plasma_to_csf_tfv,(1 - f_LV)*(1 - sigma_V_BCSFB_AB42Mu)*Q_CSF_brain*AB42Mu_Brain_Plasma,,AB42Mu_Brain_Plasma,-,((1 - Sigma_v_bcsfb_AB42Mu) * Qbrain_CSF_AB42Mu * AB42Mu_Brain_Plasma / Vol_brain_plasma),,,,,,,,,,,,,,
AB42Mu_Brain_Plasma,-,ab42mu_brain_plasma_to_csf_isf,(1 - sigma_V_ISF_AB42Mu)*Q_ISF_brain*AB42Mu_Brain_Plasma,,AB42Mu_Brain_Plasma,-,((1 - Sigma_v_isf_AB42Mu) * Qbrain_ISF_AB42Mu * AB42Mu_Brain_Plasma / Vol_brain_plasma),,,,,,,,,,,,,,
AB42Mu_Brain_Plasma,-,ab42mu_brain_plasma_to_bbb,CLup_brain_AB42Mu*f_BBB*VES_brain*AB42Mu_Brain_Plasma,,,,,,,,,,,,,,,,,,
AB42Mu_Brain_Plasma,-,ab42mu_brain_plasma_to_bcsfb,CLup_brain_AB42Mu*f_BCSFB*VES_brain*AB42Mu_Brain_Plasma,,,,,,,,,,,,,,,,,,
AB42Mu_Central,-,ab42_monomer_antibody_binding_central,fta0*AB42Mu_Central*PK_central,,AB42Mu_central_compartment,+,AB42Mu_systemic_synthesis_rate,,,,,,,,,,,,,,
AB42Mu_Central,+,ab42mu_systemic_synthesis,AB42Mu_systemic_synthesis_rate,,AB42Mu_central_compartment,-,(fta0 * (AB42Mu_central_compartment / AB42Mu_Vcent) * (PK_central_compartment / PK_Vcent) * AB40Mu_Vcent),,,,,,,,,,,,,,
AB42Mu_Central,-,ab42mu_central_clearance,AB42MuCL*AB42Mu_Central,,AB42Mu_central_compartment,+,(1 - Sigma_CSFSAS_Lymph_AB42Mu) * Qbrain_CSF_AB42Mu * AB42Mu_CSF_SAS,,,,,,,,,,,,,,
AB42Mu_Central,-,ab42mu_central_to_peripheral,AB42MuCLd2*AB42Mu_Central,,AB42Mu_central_compartment,-,(AB42Mu_CLd2 * AB42Mu_central_compartment / AB42Mu_Vcent),,,,,,,,,,,,,,
AB42Mu_Central,+,ab42mu_peripheral_to_central,AB42MuCLd2*AB42Mu_Peripheral,,AB42Mu_central_compartment,+,AB42Mu_CLd2 * AB42Mu_peripheral_compartment / AB42Mu_Vper,,,,,,,,,,,,,,
AB42Mu_Central,-,ab42mu_central_to_brain_plasma,Q_p_brain*AB42Mu_Central,,AB42Mu_central_compartment,-,(AB42Mu_CL / AB42Mu_Vcent * AB42Mu_central_compartment),,,,,,,,,,,,,,
AB42Mu_Central,+,ab42mu_brain_plasma_to_central,(Q_p_brain - L_brain)*AB42Mu_Brain_Plasma,,AB42Mu_central_compartment,+,(Qbrain_plasma - Qlymph_Brain) * AB42Mu_Brain_Plasma,,,,,,,,,,,,,,
AB42Mu_Central,+,ab42mu_csf_sas_to_central,(1 - sigma_L_SAS_AB42Mu)*Q_CSF_brain*AB42Mu_SAS,,AB42Mu_central_compartment,-,(Qbrain_plasma * AB42Mu_central_compartment / AB42Mu_Vcent),,,,,,,,,,,,,,
AB42Mu_Central,+,ab42mu_isf_to_central,(1 - sigma_L_ISF_central_AB42Mu)*Q_ISF_brain*AB42_Monomer,,AB42Mu_central_compartment,+,(1 - sigma_PVS_ABeta42) * Q_PVS * AB42_Monomer_PVS,,,,,,,,,,,,,,
AB42Mu_Central,+,AB42_monomer_PVS_to_central_free,(1 - sigma_PVS_AB42)*Q_PVS*AB42_Monomer_PVS,,AB42Mu_central_compartment,+,(1 - Sigma_ISF_lymph_AB42Mu) * Qbrain_ISF_AB42Mu * AB42_Monomer,,,,,,,,,,,,,,
AB42Mu_CM,-,ab42_monomer_antibody_binding_cm,fta0*AB42Mu_CM*PK_CM_brain*V_CM_brain,,AB42Mu_CSF_CM,-,(fta0 * AB42Mu_CSF_CM * PK_CSF_CM),,,,,,,,,,,,,,
AB42Mu_CM,+,ab42mu_tfv_to_cm,(Q_CSF_brain + Q_ISF_brain)*AB42Mu_TFV,,AB42Mu_CSF_CM,+,(Qbrain_CSF_AB42Mu + Qbrain_ISF_AB42Mu) * AB42Mu_CSF_TFV / Vol_brain_CSFCM,,,,,,,,,,,,,,
AB42Mu_CM,-,ab42mu_cm_to_sas,(Q_CSF_brain + Q_ISF_brain)*AB42Mu_CM,,AB42Mu_CSF_CM,-,((Qbrain_CSF_AB42Mu + Qbrain_ISF_AB42Mu) * AB42Mu_CSF_CM / Vol_brain_CSFCM),,,,,,,,,,,,,,
AB42Mu_LV,-,ab42_monomer_antibody_binding_lv,fta0*AB42Mu_LV*PK_LV_brain*V_LV_brain,,AB42Mu_CSF_LV,-,(fta0 * AB42Mu_CSF_LV * PK_CSF_LV),,,,,,,,,,,,,,
